movie,year,imdb,metascore,votes,certificate,showtime(mins),genre,summary
Prometheus,(I) (2012),7.0,64,527281,R,124,"Adventure, Mystery, Sci-Fi            ","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.            "
Ted,(2012),6.9,62,525885,R,106,"Comedy, Fantasy, Romance            ","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.            "
Argo,(2012),7.7,86,521195,R,120,"Biography, Drama, Thriller            ","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.            "
Life of Pi,(2012),7.9,79,515939,PG,127,"Adventure, Drama, Fantasy            ","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.            "
The Amazing Spider-Man,(2012),7.0,66,510736,PG-13,136,"Action, Adventure, Sci-Fi            ","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.            "
Looper,(2012),7.4,84,487218,R,113,"Action, Crime, Drama            ","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.            "
21 Jump Street,(2012),7.2,69,465237,R,109,"Action, Comedy, Crime            ",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.            
The Perks of Being a Wallflower,(2012),8.0,67,411542,PG-13,103,"Drama, Romance            ",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.            
The Cabin in the Woods,(2012),7.0,72,327369,R,95,"Comedy, Horror            ","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.            "
Brave,(2012),7.1,69,324269,PG,93,"Animation, Adventure, Comedy            ","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.            "
Wreck-It Ralph,(2012),7.7,72,320697,PG,101,"Animation, Adventure, Comedy            ","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.            "
Cloud Atlas,(2012),7.5,55,319796,R,172,"Action, Drama, Mystery            ","An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.            "
Men in Black 3,(2012),6.8,58,298693,PG-13,106,"Action, Adventure, Comedy            ",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.            
Flight,(I) (2012),7.3,76,295093,R,138,"Drama, Thriller            ","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.            "
Moonrise Kingdom,(2012),7.8,84,282596,PG-13,94,"Adventure, Comedy, Drama            ","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.            "
Les Misérables,(2012),7.6,63,277778,PG-13,158,"Drama, History, Musical            ","In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.            "
Jack Reacher,(2012),7.0,50,275921,PG-13,130,"Action, Crime, Thriller            ",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.            
The Expendables 2,(2012),6.6,51,271955,R,103,"Action, Adventure, Thriller            ","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.            "
Taken 2,(2012),6.3,45,266720,PG-13,92,"Action, Crime, Thriller            ","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.            "
The Bourne Legacy,(2012),6.7,61,262345,PG-13,135,"Action, Adventure, Thriller            ","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.            "
Snow White and the Huntsman,(2012),6.1,57,253717,PG-13,127,"Action, Adventure, Drama            ","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.            "
Pitch Perfect,(2012),7.2,66,247774,PG-13,112,"Comedy, Music, Romance            ","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.            "
The Dictator,(2012),6.4,58,243826,R,83,Comedy            ,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.            
Zero Dark Thirty,(2012),7.4,95,243811,R,157,"Drama, Thriller            ","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.            "
John Carter,(2012),6.6,51,234005,PG-13,132,"Action, Adventure, Sci-Fi            ","Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.            "
Dredd,(2012),7.1,60,229636,R,95,"Action, Crime, Sci-Fi            ","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.            "
The Hunt,(2012),8.3,77,229344,R,115,Drama            ,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.            "
Chronicle,(2012),7.1,69,225301,PG-13,84,"Drama, Sci-Fi, Thriller            ",Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.            
Total Recall,(I) (2012),6.3,43,223890,PG-13,118,"Action, Adventure, Mystery            ","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Recall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.            "
Dark Shadows,(2012),6.2,55,223750,PG-13,113,"Comedy, Fantasy, Horror            ","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.            "
Lincoln,(2012),7.4,86,223481,PG-13,150,"Biography, Drama, History            ","As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.            "
Battleship,(2012),5.8,41,221981,PG-13,131,"Action, Adventure, Sci-Fi            ",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.            
